search URL:,https://patents.google.com/?q=%22Hardy-Weinberg%22+AND+%28%22genetic+variant%22+OR+%22genetic+diagnosis%22+OR+%22genetic+analysis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
AU-2005314408-A1,Markers for metabolic syndrome obesity and insulin resistance ,"Perlegen Sciences, Inc.","Dennis Ballinger, David Cox, Richard Hockett, Sandra Kirkwood",2004-12-09,2005-12-08,2006-06-15,,https://patents.google.com/patent/AU2005314408A1/en,
US-2022235418-A1,Use of Biomarkers for Degenerative Disc Disease ,"Predictive Technology Group, Inc.","Rakesh N. Chettier, Kenneth Ward",2019-04-22,2020-04-22,2022-07-28,,https://patents.google.com/patent/US20220235418A1/en,https://patentimages.storage.googleapis.com/14/4a/9b/9acd07d9fe4768/US20220235418A1-20220728-D00000.png
JP-2009027986-A,Test method for metabolic syndrome ,"Institute Of Physical & Chemical Research, 独立行政法人理化学研究所","Kikuko Hotta, 紀久子 堀田",2007-07-27,2007-07-27,2009-02-12,,https://patents.google.com/patent/JP2009027986A/en,https://patentimages.storage.googleapis.com/0a/7d/02/b5963703e11eec/2009027986-10.png
KR-20090087486-A,Genetic Susceptibility Variation in Type 2 Diabetes ,디코드 제네틱스 이에이치에프,"발거더 슈타인토어스도티어, 구드마 토어레이프손",2006-11-30,2007-11-30,2009-08-17,,https://patents.google.com/patent/KR20090087486A/en,https://patentimages.storage.googleapis.com/b0/20/21/ca88fab8be770e/112009039015573-PCT00068.png
WO-2014181107-A9,Genetic method of aiding the diagnosis and treatment of familial hypercholesterolaemia ,Medical Research Council,"Timothy J. AITMANN, Jana VANDROVKOVA",2013-05-09,2014-05-08,2015-02-12,,https://patents.google.com/patent/WO2014181107A9/en,
WO-2008137110-A1,"Genetic polymorphisms associated with neurodegenerative diseases, methods of detection and uses thereof ",Applera Corporation,"Andrew Grupe, Yonghong Li",2007-05-03,2008-05-01,2008-11-13,,https://patents.google.com/patent/WO2008137110A1/en,
US-2008248476-A1,"Genetic polymorphisms associated with myocardial infarction, methods of detection and uses thereof ",Applera Corporation,"Michele Cargill, James J. Devlin, Olga Iakoubova, Dov Shiffman",2003-03-10,2007-10-23,2008-10-09,,https://patents.google.com/patent/US20080248476A1/en,https://patentimages.storage.googleapis.com/1e/bb/4d/769ae896543e5f/US20080248476A1-20081009-D00000.png
EP-2423329-A1,Method of prognosing recurrence of prostate cancer ,"Progenika Biopharma, S.A., Juste S.A.Q.F.","Jokin Del Amo Iribarren, Diego TEJEDOR HERNÁNDEZ, Antonio MARTÍNEZ, Laureano SIMÓN BUELA, Juan Morote Robles",2006-07-12,2007-07-12,2012-02-29,,https://patents.google.com/patent/EP2423329A1/en,https://patentimages.storage.googleapis.com/b8/03/e1/7d313b50006a05/imgf0001.png
CN-109536606-A,One kind SNP site relevant to heavy metal poisoning neurological susceptibility and its application ,深圳市第二人民医院,"徐迹, 叶秀峰, 林秀华, 柯玮琳, 李赟, 赵卫华, 刘文兰",2019-01-31,2019-01-31,2019-03-29,,https://patents.google.com/patent/CN109536606A/en,
WO-2009117595-A2,Sequence variations on chromosome 15 predicting risk for lung cancer ,The Board Of Regents Of The University Of Texas System,"Christopher Amos, Margaret Spitz, Richard Houlston, Xifeng Wu",2008-03-19,2009-03-19,2009-09-24,,https://patents.google.com/patent/WO2009117595A2/en,
KR-102726519-B1,Biomarkers for predicting skin pigmentation risk and use thereof ,"한국콜마주식회사, 이원다이애그노믹스(주)","이민섭, 고철준, 유혜영, 우지은, 박성하",2021-11-17,2021-11-17,2024-11-06,2024-11-06,https://patents.google.com/patent/KR102726519B1/en,
US-2009264453-A1,"Genetic polymorphisms associated with coronary heart disease, methods of detection and uses thereof ",Celera Corporation,"Dov Shiffman, Michele Cargill, James J. Devlin",2004-03-05,2009-04-27,2009-10-22,,https://patents.google.com/patent/US20090264453A1/en,https://patentimages.storage.googleapis.com/a9/bc/4b/96b0e47cd603bb/US20090264453A1-20091022-D00001.png
EP-2663656-B1,Genetic variants as markers for use in urinary bladder cancer risk assessment ,"Decode Genetics EHF, Illumina Inc.","Thorunn Rafnar, Patrick Sulem",2011-01-13,2012-01-12,2016-08-24,2016-08-24,https://patents.google.com/patent/EP2663656B1/en,https://patentimages.storage.googleapis.com/2a/20/1a/777cc4fc8389d8/imgf0001.png
WO-2020010186-A1,Pcsk9 variants ,"Derek Klarin, Damrauer Scott M, Odonnell Christopher J, Tsao Philip S, Sekar Kathiresan, Rader Daniel J, Wilson Peter W F, Assimes Themistocles L","Derek Klarin, Scott M. DAMRAUER, Christopher J. O'donnell, Philip S. Tsao, Sekar Kathiresan, Daniel J. Rader, Peter W.F. WILSON, Themistocles L. ASSIMES",2018-07-06,2019-07-03,2020-01-09,,https://patents.google.com/patent/WO2020010186A1/en,
EP-2411541-B1,Markers related to age-related macular degeneration and uses therefor ,"Tufts Medical Center, Inc., The General Hospital Corporation","Johanna M. Seddon, Mark Daly",2009-03-27,2010-03-26,2015-02-11,2015-02-11,https://patents.google.com/patent/EP2411541B1/en,https://patentimages.storage.googleapis.com/f8/b8/99/41378111dca598/imgf0001.png
US-2003170667-A1,Single nucleotide polymorphisms diagnostic for schizophrenia ,"Kaytes Paul S., Chi-Hse Teng","Paul Kaytes, Chi-Hse Teng",2001-08-28,2002-08-28,2003-09-11,,https://patents.google.com/patent/US20030170667A1/en,https://patentimages.storage.googleapis.com/a7/db/e4/19b4d54ef5d38e/US20030170667A1-20030911-D00001.png
WO-2007124157-A2,"Genetic polymorphisms associated with coronary heart disease, methods of detection and uses thereof ",Celera,Dov Shiffman,2006-04-21,2007-04-20,2007-11-01,,https://patents.google.com/patent/WO2007124157A2/en,
EP-2772540-A1,Method for detecting specific single nucleotide polymorphism related to ankylosing spondylitis and kit therefor ,"Gu, Jieruo",Jieruo GU,2011-10-27,2011-10-27,2014-09-03,,https://patents.google.com/patent/EP2772540A1/en,
US-2004191774-A1,Endothelin-1 promoter polymorphism ,Moskowitz David W,David Moskowitz,2001-09-11,2001-09-11,2004-09-30,,https://patents.google.com/patent/US20040191774A1/en,https://patentimages.storage.googleapis.com/35/69/7e/a0be47a4cb1e87/US20040191774A1-20040930-D00001.png
US-2004166491-A1,Vhl promoter diagnostic polymorphism ,Henderson Lee A,Lee Henderson,2001-08-09,2001-08-09,2004-08-26,,https://patents.google.com/patent/US20040166491A1/en,
US-2025037794-A1,Group of snp markers related to myopia or high myopia and use thereof ,"Eye Hospital, Wenzhou Medical University, Center Of Optometry International Innovation Of Wenzhou","Liangde XU, Hong Wang, Jia Qu",2022-04-13,2024-10-13,2025-01-30,,https://patents.google.com/patent/US20250037794A1/en,https://patentimages.storage.googleapis.com/e7/67/95/18a8daa751a259/US20250037794A1-20250130-D00000.png
EP-0939136-A1,Assay for predicting the angiographic response to lipid-lowering therapy in patients ,Academisch Ziekenhuis bij de Universiteit van Amsterdam,"Jan Albert Kuivenhoven, Johannes Jacobus Pieter Kastelein",1998-01-07,1998-01-07,1999-09-01,,https://patents.google.com/patent/EP0939136A1/en,https://patentimages.storage.googleapis.com/80/95/d4/b84ec62eb8b3e6/00250001.png
KR-20220148555-A,Genetic polymorphic markers for determining skin turnover and hyperkeratosis and use thereof ,주식회사 엘지생활건강,"박지예, 유승원, 김윤선, 김윤관",2021-04-29,2021-04-29,2022-11-07,,https://patents.google.com/patent/KR20220148555A/en,https://patentimages.storage.googleapis.com/21/b0/97/a4cc4c7dca118a/pat00001.png
KR-20220141659-A,Genetic polymorphic markers for determining skin color and use thereof ,"주식회사 엘지생활건강, 성균관대학교산학협력단","서정연, 신중곤, 유승원, 원홍희, 김범수, 김단세",2021-04-13,2021-04-13,2022-10-20,,https://patents.google.com/patent/KR20220141659A/en,https://patentimages.storage.googleapis.com/f7/5a/d6/6a9025aeb4a761/pat00200.png
WO-2013080227-A1,Genetic variants useful for risk assessment of arterial disease ,Decode Genetics Ehf,Anna Helgadottir,2011-11-28,2012-11-27,2013-06-06,,https://patents.google.com/patent/WO2013080227A1/en,
US-2015080257-A1,Method for evaluating urate transport-related disease factor and inflammation-related disease factor ,"The University Of Tokyo, Tokyo University Of Pharmacy And Life Sciences","Hirotaka Matsuo, Nariyoshi Shinomiya, Takahiro Nakamura, Tappei Takada, Hiroshi Suzuki, Yuki Ikebuchi, Kousei Ito, Kimiyoshi Ichida",2009-06-22,2014-11-16,2015-03-19,,https://patents.google.com/patent/US20150080257A1/en,https://patentimages.storage.googleapis.com/6f/da/f0/c9d4339baba769/US20150080257A1-20150319-D00001.png
CN-102869792-A,Prediction of early virological response in hcv treatment ,弗·哈夫曼-拉罗切有限公司,"T·舒, L·埃塞奥克斯, S·杰默, U·洛帕汀, N·舒尔曼, J·托梅斯",2010-04-13,2011-04-11,2013-01-09,,https://patents.google.com/patent/CN102869792A/en,https://patentimages.storage.googleapis.com/fe/fe/4c/1873e26312af12/HDA00002256478400011.png
WO-2008123901-A2,Genemap of the human genes associated with endometriosis ,Genizon Biosciences,"Abdelmajid Belouchi, John Verner Raelson, Bruno Paquin, Sandy Briand, Daniel Dubois, Paul Van Eerdewegh, Jonahan Segal, Randall David Little, Tim Keith",2007-02-06,2008-02-06,2008-10-16,,https://patents.google.com/patent/WO2008123901A2/en,
US-2013323734-A1,Genetic Determinants of Prostate Cancer Risk ,"La Creis Renee Kidd, Kevin Sean Kimbro","La Creis Renee Kidd, Kevin Sean Kimbro",2012-06-04,2013-05-31,2013-12-05,,https://patents.google.com/patent/US20130323734A1/en,https://patentimages.storage.googleapis.com/f9/23/10/1d50c82494ddde/US20130323734A1-20131205-D00001.png
WO-2009046395-A2,Method to predict response to treatment for psychiatric illnesses ,The Regents Of The University Of California,John R. Kelsoe,2007-10-04,2008-10-04,2009-04-09,,https://patents.google.com/patent/WO2009046395A2/en,
KR-20230122495-A,Physical activity related single nucleotide polymorphism markers and use thereof ,"서울대학교산학협력단, 렉스소프트 주식회사","원성호, 조진연, 김강진",2022-02-14,2022-04-29,2023-08-22,,https://patents.google.com/patent/KR20230122495A/en,
CN-117757914-A,SNP sites related to coronary heart disease in IL5 gene and their applications ,华中科技大学同济医学院附属协和医院,"程翔, 查灵凤",2021-08-08,2021-08-08,2024-03-26,,https://patents.google.com/patent/CN117757914A/en,
CN-109536608-A,TRPV5 gene SNP site is applied in detection heavy metal poisoning neurological susceptibility ,深圳市第二人民医院,"叶秀峰, 刘文兰, 徐迹, 刘瑾, 许蕴, 余志英, 陈光福",2019-01-31,2019-01-31,2019-03-29,,https://patents.google.com/patent/CN109536608A/en,
US-7879552-B2,Association of UQCRC1 SNPs with fat deposition and fatty acid composition ,Washington State University Research Foundation,"Zhihua Jiang, Jennifer J. Michal, Tanja Kunej",2007-05-23,2008-05-23,2011-02-01,2011-02-01,https://patents.google.com/patent/US7879552B2/en,https://patentimages.storage.googleapis.com/bb/93/59/c766f68ffb413f/US07879552-20110201-D00001.png
WO-2013079560-A1,Genetic marker for polycystic ovary syndrome (pcos) ,Westfälische Wilhelms-Universität Münster,"Arseni Markov, Nadja BOGDANOVA MARKOV, Volker Gerke",2011-11-29,2012-11-29,2013-06-06,,https://patents.google.com/patent/WO2013079560A1/en,
EP-1307595-A4,Vhl promoter diagnostic polymorphism ,Dzgenes Llc,David W Moskowitz,2000-08-09,2001-08-09,2004-09-29,,https://patents.google.com/patent/EP1307595A4/en,
JP-2009515524-A,"Materials and methods for ABCB1 polymorphic variant screening, diagnosis and treatment ",アメリカ合衆国,"ディー． フィッグ、ウィリアム, スパールブーム、アレクサンダー, エム． シッサング、トリスタン, エル． ピーカーズ、リチャード, イー． ベイツ、スーザン",2005-11-10,2006-11-09,2009-04-16,,https://patents.google.com/patent/JP2009515524A/en,https://patentimages.storage.googleapis.com/55/c1/45/af4f68b52976fa/2009515524-7.png
RU-2791487-C1,Method for predicting the risk of severe covid-19 in a patient ,"Федеральное государственное бюджетное учреждение ""Центр стратегического планирования и управления медико-биологическими рисками здоровью"" Федерального медико-биологического агентства","Анастасия Николаевна Тараскина, Михаил Вячеславович Иванов, Мария Сергеевна Гусакова, Вероника Вячеславовна Ерёма, Дарья Андреевна Каштанова, Роберт Игоревич Лошкарев, Валерия Михайловна Микова, Ольга Андреевна Игнатьева, Александра Игоревна Акиньшина, Сергей Игоревич Митрофанов, Владимир Сергеевич Юдин, Валентин Владимирович Макаров, Антон Артурович Кескинов, Сергей Михайлович Юдин",,2022-07-18,2023-03-09,2023-03-09,https://patents.google.com/patent/RU2791487C1/en,https://patentimages.storage.googleapis.com/98/cc/a9/45beac0a5fd8f7/00000099.png
CN-103882112-B,A kind of reagent and method predicting susceptibility of ankylosing spondylitis ,卫生部北京医院,"杨泽, 朱小泉, 杨帆, 孙亮, 史晓红, 唐雷, 原慧萍, 张玉荣, 赵承孝, 赵帆, 王娜娜, 惠娟, 张政",2013-12-20,2013-12-20,2016-02-10,2016-02-10,https://patents.google.com/patent/CN103882112B/en,
US-2007275390-A1,Polymorphisms in fatty acid binding protein 4 (''FABP4'') gene and their associations with carcass traits ,Brent Woodward,Brent Woodward,2006-05-26,2006-05-26,2007-11-29,,https://patents.google.com/patent/US20070275390A1/en,https://patentimages.storage.googleapis.com/77/6c/a2/2b16deceac0cc5/US20070275390A1-20071129-D00001.png
US-2009181380-A1,Genemap of the human genes associated with crohn's disease ,"Abdelmajid Belouchi, John Verner Raelson, Walter Edward Bradley, Bruno Paquin, Helene Fournier, Quynh Nguyen-Huu, Pascal Croteau, Rene Allard, Sandie Briand, Paul Van Eerdewegh, Randall David Little, Jonathan Segal, Tim Keith","Abdelmajid Belouchi, John Verner Raelson, Walter Edward Bradley, Bruno Paquin, Helene Fournier, Quynh Nguyen-Huu, Pascal Croteau, Rene Allard, Sandie Briand, Paul Van Eerdewegh, Randall David Little, Jonathan Segal, Tim Keith",2005-12-19,2006-12-19,2009-07-16,,https://patents.google.com/patent/US20090181380A1/en,
WO-2013078690-A1,"Ankylosing spondylitis susceptibility and mononucleotide polymorphism detection method, kit and use thereof ",Gu Jieruo,古洁若,2011-12-03,2011-12-03,2013-06-06,,https://patents.google.com/patent/WO2013078690A1/en,
US-2009181397-A1,Predictive and diagnostic methods for cancer ,Emory University,"Jin-Tang Dong, Xue-Yuan Dong",2008-01-15,2009-01-15,2009-07-16,,https://patents.google.com/patent/US20090181397A1/en,https://patentimages.storage.googleapis.com/51/7f/64/4ef2a5ee9decc0/US20090181397A1-20090716-D00001.png
US-2003092040-A1,System and method for identifying a genetic risk factor for a disease or pathology ,"Bader Joel S., Pak Sham","Joel Bader, Pak Sham",2001-08-08,2002-08-08,2003-05-15,,https://patents.google.com/patent/US20030092040A1/en,
WO-2013088457-A1,Genetic variants useful for risk assessment of thyroid cancer ,"Decode Genetics Ehf, Illumina Inc","Patrick Sulem, Julius Gudmundsson",2011-12-13,2012-12-13,2013-06-20,,https://patents.google.com/patent/WO2013088457A1/en,
WO-2007139547-A1,Polymorphisms in mitochondrial transcription factor a (tfam) gene and their associations with carcass traits ,Merial Limited,Brent Woodward,2006-05-26,2006-05-26,2007-12-06,,https://patents.google.com/patent/WO2007139547A1/en,
US-2015104446-A1,Genetic and environmental markers to identify infants at risk for severe lung disease ,Vanderbilt University,"Fernando P. POLACK, Steven R. KLEEBERGER",2013-10-10,2014-10-10,2015-04-16,,https://patents.google.com/patent/US20150104446A1/en,https://patentimages.storage.googleapis.com/fc/31/d1/12374aa908b927/US20150104446A1-20150416-D00001.png
WO-2013189015-A1,Snp markers associated with polycystic ovary syndrome ,"Shandong University, Shandong Shanda Hospital For Reproductive Medicine Co., Ltd., Shanghai Jiao Tong University","Zijiang Chen, Han Zhao, Lin He, Yongyong Shi, Jinlong Ma, Yueran Zhao, Ling Geng, Li You",2012-06-18,2012-06-18,2013-12-27,,https://patents.google.com/patent/WO2013189015A1/en,
US-2002146713-A1,DNA test for SCA-10 ,"Tetsuo Ashizawa, Tohru Matsuura","Tetsuo Ashizawa, Tohru Matsuura",2000-08-31,2001-08-29,2002-10-10,,https://patents.google.com/patent/US20020146713A1/en,https://patentimages.storage.googleapis.com/5f/fa/16/d8a489d9025d54/US20020146713A1-20021010-D00001.png
CN-108359732-A,Biomarker for predicting training response ,"株式会社大熊制药, 株式会社Bioage","金良石, 刘珍镐, 金修焕, 安瑜梨",2017-01-25,2017-01-25,2018-08-03,,https://patents.google.com/patent/CN108359732A/en,
EP-2411542-A1,Polymorphism in cyp3a4 gene affecting drug metabolizing and uses thereof ,The Ohio State University Research Foundation,"Wolfgang Sadee, Danxin Wang",2009-03-26,2010-03-26,2012-02-01,,https://patents.google.com/patent/EP2411542A1/en,
CN-114075599-A,Application of single nucleotide polymorphism sites in preparation of genetic risk scoring system of metabolism-related factors ,中国科学院上海营养与健康研究所,"林旭, 黎怀星, 霍少峰, 郑禾",2020-08-17,2020-08-17,2022-02-22,,https://patents.google.com/patent/CN114075599A/en,https://patentimages.storage.googleapis.com/b8/96/b8/86fbd48e27262a/HDA0002636277530000011.png
CA-2620082-A1,Genemap of the human genes associated with crohn's disease ,"Genizon Biosciences Inc., Abdelmajid Belouchi, John Verner Raelson, Walter Edward Bradley, Bruno Paquin, Helene Fournier, Quynh Nguyen-Huu, Pascal Croteau, Rene Allard, Sophie Debrus, Valerie Serre, Paul Van Eerdewegh, Randall David Little, Tim Keith, Jonathan Segal","Abdelmajid Belouchi, John Verner Raelson, Walter Edward Bradley, Bruno Paquin, Helene Fournier, Quynh Nguyen-Huu, Pascal Croteau, Rene Allard, Sophie Debrus, Valerie Serre, Paul Van Eerdewegh, Randall David Little, Tim Keith, Jonathan Segal",2005-08-24,2006-08-24,2007-03-01,,https://patents.google.com/patent/CA2620082A1/en,
US-2011319284-A1,Method for determining the predisposition for crohn's disease ,"Jan Wehkamp, Eduard Stange, Maureen Koslowski","Jan Wehkamp, Eduard Stange, Maureen Koslowski",2008-12-22,2009-12-21,2011-12-29,,https://patents.google.com/patent/US20110319284A1/en,https://patentimages.storage.googleapis.com/e6/73/8a/fb02856fe09137/US20110319284A1-20111229-D00001.png
KR-102813210-B1,Biomarkers for predicting potency of water storage in skin and use thereof ,"한국콜마주식회사, 이원다이애그노믹스(주)","이기찬, 권혁중, 유혜영, 우지은, 박성하",2021-11-17,2021-11-17,2025-05-28,2025-05-28,https://patents.google.com/patent/KR102813210B1/en,
US-6664062-B1,Thymidylate synthase gene sequence variances having utility in determining the treatment of disease ,"Nuvelo, Inc.","Vincent P. Stanton, Jr.",1998-07-20,2001-09-24,2003-12-16,2003-12-16,https://patents.google.com/patent/US6664062B1/en,https://patentimages.storage.googleapis.com/7a/64/c4/b3cf6e636a820c/US06664062-20031216-D00001.png
WO-2012096680-A1,Disease risk factors and methods of use ,"Zinfandel Pharmaceuticals, Inc.",Allen D. Roses,2011-01-10,2011-02-17,2012-07-19,,https://patents.google.com/patent/WO2012096680A1/en,
CN-109536607-A,MT-2A gene SNP site is applied in detection heavy metal poisoning neurological susceptibility ,深圳市第二人民医院,"叶秀峰, 刘文兰, 徐迹, 孙波, 张晓丽, 唐婕, 赵卫华",2019-01-31,2019-01-31,2019-03-29,,https://patents.google.com/patent/CN109536607A/en,
US-2020318192-A1,"Methods, tools and systems for the assessment, prevention, management and treatment selection for type 2 diabetes ","Patia Biopharmia, S.A. De C.V.","Laureano Simón Buela, Mirella G. Zulueta",2015-03-18,2020-04-28,2020-10-08,,https://patents.google.com/patent/US20200318192A1/en,https://patentimages.storage.googleapis.com/48/ba/21/0992d3f3b201ce/US20200318192A1-20201008-D00000.png
JP-2013523168-A,Single nucleotide polymorphism predicting HCV treatment outcome ,エフ．ホフマン−ラ  ロシュ  アーゲー,"チュウ，トム, エシオー，ローラン, ゲルマー，ソレン, ロパチン，ユーリ, シュルマン，ナンシー, トメス，ジェームズ",2010-04-13,2011-04-11,2013-06-17,,https://patents.google.com/patent/JP2013523168A/en,https://patentimages.storage.googleapis.com/78/48/ca/0caa88aea71cb1/2013523168-8.png
US-2012122698-A1,Genetic Variants Predictive of Cancer Risk in Humans ,Decode Genetics Ehf.,"Simon Stacey, Patrick Sulem",2008-07-07,2009-07-03,2012-05-17,,https://patents.google.com/patent/US20120122698A1/en,https://patentimages.storage.googleapis.com/72/66/c8/88804f398fcb50/US20120122698A1-20120517-D00000.png
KR-20220137382-A,Genetic polymorphic markers for determining wrinkle type of skin and use thereof ,주식회사 엘지생활건강,"이서경, 신중곤",2021-04-02,2021-04-02,2022-10-12,,https://patents.google.com/patent/KR20220137382A/en,
US-2007111247-A1,Systems and methods for the biometric analysis of index founder populations ,"Stephens Joel C, Flicek Joseph R","Joel Stephens, Joseph Flicek",2005-11-17,2006-11-17,2007-05-17,,https://patents.google.com/patent/US20070111247A1/en,https://patentimages.storage.googleapis.com/af/9e/6f/72829a0f7b2fd7/US20070111247A1-20070517-D00001.png
EP-1931805-A2,Methods and compositions for screening and treatment of disorders of blood glucose regulation ,"Perlegen Sciences, Inc.",Mark A. Mccamish,2005-09-30,2006-09-29,2008-06-18,,https://patents.google.com/patent/EP1931805A2/en,
US-2007122825-A1,Method to predict the response to lithium treatment ,The Regents Of The University Of California,John Kelsoe,2005-10-07,2006-10-06,2007-05-31,,https://patents.google.com/patent/US20070122825A1/en,https://patentimages.storage.googleapis.com/5f/38/b2/2ce16e48abb83e/US20070122825A1-20070531-D00000.png
KR-102813206-B1,Biomarkers for predicting glossy skin and use thereof ,"한국콜마주식회사, 이원다이애그노믹스(주)","이기찬, 권혁중, 유혜영, 우지은, 박성하",2021-11-17,2021-11-17,2025-05-29,2025-05-29,https://patents.google.com/patent/KR102813206B1/en,https://patentimages.storage.googleapis.com/19/c7/7f/e7fd1a6ce081fc/112021132507870-pat00005.png
CN-108048563-A,A kind of method for lacking risk assessment to people's nutrient based on SNP site ,中国疾病预防控制中心营养与健康所,"张春红, 霍军生, 孙静, 黄建",2018-02-08,2018-02-08,2018-05-18,,https://patents.google.com/patent/CN108048563A/en,
WO-2019139950-A1,Processes for genetic and clinical data evaluation and classification of complex human traits ,The Board Of Trustees Of The Leland Stanford Junior University,"Jingjing Li, Sai ZHANG, Michael P. Snyder, Cuiping PAN, Philip S. Tsao",2018-01-09,2019-01-09,2019-07-18,,https://patents.google.com/patent/WO2019139950A1/en,
JP-7639132-B2,How to predict the likelihood of brain amyloid beta accumulation ,サムスン ライフ パブリック ウェルフェア ファウンデーション,"ヒ・ジン・キム, ホン・ヒ・ウォン, ハン・ライ・キム, サン・ウォン・ソ, ドゥク・リュル・ナ, サン・ヒュク・ジュン",2020-11-04,2021-11-04,2025-03-04,2025-03-04,https://patents.google.com/patent/JP7639132B2/en,
US-2005089885-A1,IRF6 polymorphisms associated with cleft lip and/or palate ,University Of Iowa Research Foundation,"Brian Schutte, Jeffrey Murray, Shinji Kondo, Michael Dixon",2003-05-06,2004-05-06,2005-04-28,,https://patents.google.com/patent/US20050089885A1/en,https://patentimages.storage.googleapis.com/ad/25/4f/0c384b393f4480/US20050089885A1-20050428-D00000.png
JP-2021536635-A,Methods and systems for family enrichment and family-based analysis within the family ,"リジェネロン・ファーマシューティカルズ・インコーポレイテッドRegeneron Pharmaceuticals, Inc., リジェネロン・ファーマシューティカルズ・インコーポレイテッド","ステープルズ、ジェフリー, ゴンザガ−ハウレギ、クラウディア, リード、ジェフリー, ハベガー、ルーカス",2018-09-07,2019-09-06,2021-12-27,,https://patents.google.com/patent/JP2021536635A/en,https://patentimages.storage.googleapis.com/28/a1/f7/2a90972389428f/2021536635-22.png
JP-2003500069-A,Diagnosis and treatment of restenosis ,インタールーキン  ジェネティックス  インク,"ケニース  エス コーンマン, ゴードン  ダブリュー ダフ, デイビッド  シー クロスマン, シーラ  イー フランシス, キャサリン ステフェンソン",1999-05-24,2000-05-24,2003-01-07,,https://patents.google.com/patent/JP2003500069A/en,
WO-2007131202-A2,Genomics of in-stent restenosis ,The Government Of The United States Of America As Represented By The Secretary Of The Department Of Health And Human Services,"Santhi Ganesh, Elizabeth G. Nabel",2006-05-04,2007-05-04,2007-11-15,,https://patents.google.com/patent/WO2007131202A2/en,
CA-2717045-C,"Genetic polymorphisms associated with venous thrombosis, methods of detection and uses thereof ","Celera Corporation, Lance Bare, James Devlin, Frits R. Rosendaal, Pieter H. Reitsma, Irene D. Bezemer, Leiden University Medical Centre (Lumc) Acting On Behalf Of Academic Hospital Leiden (Azl)","Lance Bare, James Devlin, Frits R. Rosendaal, Pieter H. Reitsma, Irene D. Bezemer",2008-03-13,2009-03-13,2018-04-10,2018-04-10,https://patents.google.com/patent/CA2717045C/en,
US-2015133333-A1,Compositions and methods for detecting complicated sarcoidosis ,The Board Of Trustees Of The University Of Illinois,"Joe G.N. Garcia, Tong Zhou, Wei Zhang, Roberto Machado",2013-09-12,2014-09-11,2015-05-14,,https://patents.google.com/patent/US20150133333A1/en,https://patentimages.storage.googleapis.com/65/c1/5d/9f4391abf98667/US20150133333A1-20150514-D00001.png
US-7651840-B2,"Genetic polymorphisms associated with Alzheimer's disease, methods of detection and uses thereof ",Celera Corporation,"Yonghong Li, Andrew Grupe",2006-07-14,2007-07-13,2010-01-26,2010-01-26,https://patents.google.com/patent/US7651840B2/en,https://patentimages.storage.googleapis.com/3e/ec/84/e3138dbe19952f/US07651840-20100126-D00001.png
WO-0224747-A2,Polymorphisms in human genes of cardiovascular regulators and their use in diagnostic and therapeutic applications ,Epidauros Biotechnologie Ag,"Ulrich Brinkmann, Sven Hoffmeyer",2000-09-19,2001-08-31,2002-03-28,,https://patents.google.com/patent/WO2002024747A2/en,
CA-2417407-A1,Diagnostic polymorphisms for the ecnos promoter ,"Dz Genes Llc, David W. Moskowitz",David W. Moskowitz,2000-07-25,2001-07-25,2002-01-31,,https://patents.google.com/patent/CA2417407A1/en,
US-2012003182-A1,Genetic severity markers in multiple sclerosis ,Merck Serono Sa,"Hadi Abderrahim, Jérôme Wojcik, Federica Esposito, Virginie Debailleul",2009-03-27,2010-03-25,2012-01-05,,https://patents.google.com/patent/US20120003182A1/en,https://patentimages.storage.googleapis.com/b2/a1/69/268db07dfdf804/US20120003182A1-20120105-D00001.png
CN-115896302-A,SNP molecular markers related to pig reproductive traits and their application ,石河子大学,"公红斌, 谢苏, 李清春, 和军飞, 孙晓梅, 张庆泽, 符彬彬, 黄涛",2022-09-28,2022-09-28,2023-04-04,,https://patents.google.com/patent/CN115896302A/en,https://patentimages.storage.googleapis.com/b8/c6/5a/42fbd002085b67/HDA0003868315210000011.png
US-2007072798-A1,Method for treatment of cardiovascular and metabolic diseases and detecting the risk of the same ,Oy Jurilab Ltd,"Jukka Salonen, Boryana Todorova, Juha-Matti Aalto, Outi Kontkanen, Mia Pirskanen, Pekka Uimari",2005-07-12,2006-07-11,2007-03-29,,https://patents.google.com/patent/US20070072798A1/en,
CN-101796197-B,Biomarkers Predictive of Anti-TNF Responsiveness or Non-Responsiveness ,"比奥根艾迪克Ma公司, 范斯坦医药研究院","约翰·P·卡鲁利, 彼得·K·格雷格森, 弗拉纳克·巴特利瓦拉, 杰德维加·比恩科夫斯卡, 刘春宇",2007-06-08,2008-06-06,2014-02-12,2014-02-12,https://patents.google.com/patent/CN101796197B/en,
JP-5697339-B2,"Genetic polymorphisms associated with coronary events and drug response, methods for detection and use thereof ","セレラ コーポレーション, セレラ  コーポレーション","オルガ イアコーボバ，, オルガ イアコーボバ，, ジェームス デブリン，, ジェームス デブリン，, カーメン トン，, カーメン トン，, チャールズ ローランド，, チャールズ ローランド，",2007-03-22,2008-03-24,2015-04-08,2015-04-08,https://patents.google.com/patent/JP5697339B2/en,
